0.844 	0.844 	
0.830 	0.830 	
0.844 	0.844 	
0.849 	0.849 	
0.859 	0.859 	
0.861 	0.861 	
0.844 	0.844 	
0.857 	0.857 	
0.855 	0.855 	
0.813 	0.813 	
0.838 	0.838 	
0.837 	0.837 	
0.838 	0.838 	
0.826 	0.826 	
0.838 	0.838 	
0.852 	0.852 	
0.843 	0.843 	
0.839 	0.839 	
0.857 	0.857 	
0.847 	0.847 	
0.830 	0.830 	
0.829 	0.829 	
0.839 	0.839 	
0.833 	0.833 	
0.835 	0.835 	
0.835 	0.835 	
0.827 	0.827 	
0.830 	0.830 	
0.833 	0.833 	
0.836 	0.836 	
0.830 	0.830 	
0.824 	0.824 	
0.830 	0.830 	
0.823 	0.823 	
0.819 	0.819 	
0.812 	0.812 	
0.817 	0.817 	
0.822 	0.822 	
0.833 	0.833 	
0.830 	0.830 	
0.828 	0.828 	
0.784 	0.784 	
0.817 	0.817 	
0.830 	0.830 	
0.836 	0.836 	
0.828 	0.828 	
0.821 	0.821 	
0.844 	0.844 	
0.840 	0.840 	
0.820 	0.820 	
0.819 	0.819 	
0.815 	0.815 	
0.809 	0.809 	
0.839 	0.839 	
0.835 	0.835 	
0.827 	0.827 	
0.825 	0.825 	
0.804 	0.804 	
0.819 	0.819 	
0.822 	0.822 	
0.823 	0.823 	
0.834 	0.834 	
0.827 	0.827 	
0.835 	0.835 	
0.826 	0.826 	
0.831 	0.831 	
0.830 	0.830 	
0.825 	0.825 	
0.847 	0.847 	
0.842 	0.842 	
0.830 	0.830 	
0.840 	0.840 	
0.870 	0.870 	
0.806 	0.806 	
0.828 	0.828 	
0.842 	0.842 	
0.855 	0.855 	
0.853 	0.853 	
0.861 	0.861 	
0.845 	0.845 	
0.839 	0.839 	
0.867 	0.867 	
0.835 	0.835 	
0.818 	0.818 	
0.816 	0.816 	
0.801 	0.801 	
0.810 	0.810 	
0.824 	0.824 	
0.823 	0.823 	
0.819 	0.819 	
0.843 	0.843 	
0.826 	0.826 	
